,Sentence,Name,Disease,SSNs,Dates,Address,City,Zipcode,Url,Account,Medical Record,Contact,Email,Passport,IP Address
813,"Mrs Aracelis O'Keefe is suffering from cancer . Her SSN 301627889 . She contacted on 11/11/1980 . Patient is from 583 Considine Lodge Quincy , 2116 .
Advised her to reach http://zoernert.posterous.com/sentimentanalyse-mehr-als-daumen-hoch-oder-r . Patient account number is  7427282777 . Medical record Id ID2980272 . Her 086502 39-53 Email is LaticiaMoen@croeso.com
Patient Id 8725979 . IP address 193.243.138.0",Aracelis O'Keefe,cancer,301627889,11/11/1980,583 Considine Lodge,Quincy,2116,http://zoernert.posterous.com/sentimentanalyse-mehr-als-daumen-hoch-oder-r,7427282777,ID2980272,086502 39-53,LaticiaMoen@croeso.com,8725979,193.243.138.0
814,"Mrs Edmund Walker is suffering from cancer . Her SSN 540-64-5340 . She contacted on 10/4/1993 . Patient is from 578 Welch Trace Unit 19 Easthampton , 1103 .
Advised her to reach http://www.youtube.com/watch?v=2k41RLegIPs . Patient account number is  6142112476 . Medical record Id CA8289161 . Her 0625676-15 Email is PamelaGreenholt@close2you.net
Patient Id 10725005 . IP address 194.146.48.0",Edmund Walker,cancer,540-64-5340,10/4/1993,578 Welch Trace Unit 19,Easthampton,1103,http://www.youtube.com/watch?v=2k41RLegIPs,6142112476,CA8289161,0625676-15,PamelaGreenholt@close2you.net,10725005,194.146.48.0
815,"Mr Barney Huels has  cough . Patient SSN 442-77-5880 . He came on 16.1.2023 . Patient home address is  392 Glover Track Suite 19 Yarmouth , 1906 .
we gave him http://www.amazon.com/Asus-1005HA-PU17-BK-10-1-Inch-Netbook-Computer/dp/B002P3KMXA/ref=sr_1_1?s=pc&ie=UTF8&qid=1278548133&sr=1-1 . Patient account number 9546417306 . Medical record Id CA9859120 . Patient 021 58-61-6 Email is DrewKunze@mail2boston.com
Patient Id E485444 . Here is the IP 45.145.24.0",Barney Huels,cough,442-77-5880,16.1.2023,392 Glover Track Suite 19,Yarmouth,1906,http://www.amazon.com/Asus-1005HA-PU17-BK-10-1-Inch-Netbook-Computer/dp/B002P3KMXA/ref=sr_1_1?s=pc&ie=UTF8&qid=1278548133&sr=1-1,9546417306,CA9859120,021 58-61-6,DrewKunze@mail2boston.com,E485444,45.145.24.0
816,"Mr Thalia Paucek has  fever . Patient SSN 581 93 2362 . He came on 23/9/2024 . Patient home address is  362 Corkery Gate Suite 33 Peabody , 2115 .
we gave him http://picasaweb.google.com/lh/sredir?uname=s.rozika&target=PHOTO&id=5490857186572011378&aid=5458981798227595201&feat=content_notification . Patient account number 7805867528 . Medical record Id CA4261452 . Patient 023 526 4868 Email is BentonBoyle@mail2gail.com
Patient Id KO3750489 . Here is the IP 192.96.158.0",Thalia Paucek,fever,581 93 2362,23/9/2024,362 Corkery Gate Suite 33,Peabody,2115,http://picasaweb.google.com/lh/sredir?uname=s.rozika&target=PHOTO&id=5490857186572011378&aid=5458981798227595201&feat=content_notification,7805867528,CA4261452,023 526 4868,BentonBoyle@mail2gail.com,KO3750489,192.96.158.0
817,"Mr Madie McLaughlin has  fever . Patient SSN 641-31-0776 . He came on 13/12/2004 . Patient home address is  471 Gerlach Trafficway Danvers , 1905 .
we gave him http://soundcloud.com/schranzmann1980/after-mayday-set . Patient account number 7738558919 . Medical record Id DS1797584 . Patient 091704-31-9832 Email is LoreleiNitzsche@webmail.co.za
Patient Id X434589 . Here is the IP 195.62.38.0",Madie McLaughlin,fever,641-31-0776,13/12/2004,471 Gerlach Trafficway,Danvers,1905,http://soundcloud.com/schranzmann1980/after-mayday-set,7738558919,DS1797584,091704-31-9832,LoreleiNitzsche@webmail.co.za,X434589,195.62.38.0
818,"Mr Matthew Stokes has  headache . Patient SSN 031-63-3324 . He came on 5.7.1975 . Patient home address is  377 Jakubowski Flat Wayland , 2155 .
we gave him http://yfrog.com/6c4sedj . Patient account number 4941819328 . Medical record Id DS4629342 . Patient 06982-918-0184 Email is DemetriceZieme@bumerang.ro
Patient Id 276047716342 . Here is the IP 185.234.247.0",Matthew Stokes,headache,031-63-3324,5.7.1975,377 Jakubowski Flat,Wayland,2155,http://yfrog.com/6c4sedj,4941819328,DS4629342,06982-918-0184,DemetriceZieme@bumerang.ro,276047716342,185.234.247.0
819,"Mr Maragaret Weimann is suffering from headache . Patient SSN 11069610 . He arrived on 13.11.1976 . Patient is from 586 Weissnat Crossing Cambridge , 2119 .
Advised him to reach http://soundcloud.com/ayana/ayana-beautiful-flower-dj-set . Patient account number 4180413847 . Medical record Id DS3951164 . Patient 0023886-24-86 Email is JulioJuárez@serga.com.ar
Patient Id 3012796 . IP address 185.38.220.0",Maragaret Weimann,headache,11069610,13.11.1976,586 Weissnat Crossing,Cambridge,2119,http://soundcloud.com/ayana/ayana-beautiful-flower-dj-set,4180413847,DS3951164,0023886-24-86,JulioJuárez@serga.com.ar,3012796,185.38.220.0
820,"Mr Lupita Greenfelder has  headache . Patient SSN 169-28-1513 . He came on 2019.27.12 . Patient home address is  1023 Rippin Extension Apt 6 Boston , 2149 .
we gave him http://www.youtube.com/watch?v=ecR5TtvsvAM . Patient account number 5501469226 . Medical record Id ID7104258 . Patient 045270031 4053 Email is SidVon@mail2adorable.com
Patient Id 851157219150 . Here is the IP 45.136.244.0",Lupita Greenfelder,headache,169-28-1513,2019.27.12,1023 Rippin Extension Apt 6,Boston,2149,http://www.youtube.com/watch?v=ecR5TtvsvAM,5501469226,ID7104258,045270031 4053,SidVon@mail2adorable.com,851157219150,45.136.244.0
821,"Mr Wendy Franecki has  stomach ache . Patient SSN 753718768 . He came on 12/7/1972 . Patient home address is  538 Hansen Mews Apt 62 Abington , 2476 .
we gave him http://www.youtube.com/watch?v=uXsmLMV1CrM"" . Patient account number 1623636956 . Medical record Id ID3886977 . Patient 0049026-67-14 Email is SamathaLarkin@kcks.com
Patient Id J8481524 . Here is the IP 185.234.212.0",Wendy Franecki,stomach ache,753718768,12/7/1972,538 Hansen Mews Apt 62,Abington,2476,"http://www.youtube.com/watch?v=uXsmLMV1CrM""",1623636956,ID3886977,0049026-67-14,SamathaLarkin@kcks.com,J8481524,185.234.212.0
822,"Mr Maybelle Moore has  headache . Patient SSN 954 72 0205 . He came on 12/7/1972 . Patient home address is  157 Greenfelder Vale Suite 82 Greenfield , 1001 .
we gave him http://i.imgur.com/bBXHf.png . Patient account number 6673570844 . Medical record Id DS6696209 . Patient 036-21-91-4 Email is MarianThompson@mail2eli.com
Patient Id Y2187364 . Here is the IP 41.77.0.0",Maybelle Moore,headache,954 72 0205,12/7/1972,157 Greenfelder Vale Suite 82,Greenfield,1001,http://i.imgur.com/bBXHf.png,6673570844,DS6696209,036-21-91-4,MarianThompson@mail2eli.com,Y2187364,41.77.0.0
823,"Mr Dreama Doyle is suffering from stomach ache . Patient SSN 755-81-0259 . He arrived on 28-12-1920 . Patient is from 868 Hamill Well Chelmsford , 2122 .
Advised him to reach http://xkcd.com/520/ . Patient account number 8301679671 . Medical record Id CA1365354 . Patient 00-569 0 5 Email is ElliotHane@maxleft.com
Patient Id 771796346 . IP address 91.212.168.0",Dreama Doyle,stomach ache,755-81-0259,28-12-1920,868 Hamill Well,Chelmsford,2122,http://xkcd.com/520/,8301679671,CA1365354,00-569 0 5,ElliotHane@maxleft.com,771796346,91.212.168.0
824,"Mrs Loyd White is suffering from heart attack . Her SSN 359-03-9546 . She contacted on 24.10.1974. . Patient is from 487 Ebert Glen Suite 7 Watertown , 2215 .
Advised her to reach http://soundcloud.com/bebetta . Patient account number is  0218097956 . Medical record Id CA2647239 . Her 016069-9854 Email is MarcellusLemke@iamawoman.com
Patient Id P7862094 . IP address 198.38.7.0",Loyd White,heart attack,359-03-9546,24.10.1974.,487 Ebert Glen Suite 7,Watertown,2215,http://soundcloud.com/bebetta,0218097956,CA2647239,016069-9854,MarcellusLemke@iamawoman.com,P7862094,198.38.7.0
825,"Mr Marcellus Lemke is suffering from Diarrhea . Patient SSN 220-76-7515 . He arrived on 13.11.1976 . Patient is from 216 Douglas Bridge Clinton , 2745 .
Advised him to reach http://yfrog.com/6dp1040440j . Patient account number 5584610518 . Medical record Id DS5529942 . Patient 02673 57-87 Email is EusebioSchulist@easypost.com
Patient Id U9388624 . IP address 176.122.247.0",Marcellus Lemke,Diarrhea,220-76-7515,13.11.1976,216 Douglas Bridge,Clinton,2745,http://yfrog.com/6dp1040440j,5584610518,DS5529942,02673 57-87,EusebioSchulist@easypost.com,U9388624,176.122.247.0
826,"Mr Antonio Jacobi is suffering from stomach ache . Patient SSN 184 48 2887 . He arrived on 9-26-1965 . Patient is from 139 Kulas Key Shirley , 1604 .
Advised him to reach http://www.youtube.com/watch?v=t73bzc0sS4E . Patient account number 0741047050 . Medical record Id MR7197953 . Patient 08659331-0 Email is RafaelaKautzer@noavar.com
Patient Id L6587931 . IP address 138.59.244.0",Antonio Jacobi,stomach ache,184 48 2887,9-26-1965,139 Kulas Key,Shirley,1604,http://www.youtube.com/watch?v=t73bzc0sS4E,0741047050,MR7197953,08659331-0,RafaelaKautzer@noavar.com,L6587931,138.59.244.0
827,"Mr Mina Gusikowski is suffering from stomach ache . Patient SSN 655-00-3420 . He arrived on 14/9/1907 . Patient is from 327 Lehner Trace Suite 89 Warren , 2122 .
Advised him to reach http://soundcloud.com/tekknokater/tekknokater-saw-better-quali . Patient account number 2940184909 . Medical record Id DS3465695 . Patient 091704-31-9832 Email is AnalisaKiehn@mail2optometrist.com
Patient Id 8842596 . IP address 194.206.0.0",Mina Gusikowski,stomach ache,655-00-3420,14/9/1907,327 Lehner Trace Suite 89,Warren,2122,http://soundcloud.com/tekknokater/tekknokater-saw-better-quali,2940184909,DS3465695,091704-31-9832,AnalisaKiehn@mail2optometrist.com,8842596,194.206.0.0
828,"Mrs Denny Bosco is suffering from cancer . Her SSN 436-57-4447 . She contacted on 24/1/1935 . Patient is from 904 Blick Pathway Apt 45 Bridgewater , 2119 .
Advised her to reach http://soundcloud.com/carsten-k/sakasuinudel/download . Patient account number is  7887360245 . Medical record Id MR9699387 . Her 0638-263-62-3 Email is FidelDavis@mail2mexican.com
Patient Id 1092921 . IP address 91.198.84.0",Denny Bosco,cancer,436-57-4447,24/1/1935,904 Blick Pathway Apt 45,Bridgewater,2119,http://soundcloud.com/carsten-k/sakasuinudel/download,7887360245,MR9699387,0638-263-62-3,FidelDavis@mail2mexican.com,1092921,91.198.84.0
829,"Mr Rodger Lynch is suffering from headache . Patient SSN 920004828 . He arrived on ३/६/१२ . Patient is from 548 Gleason Divide Apt 98 Medford , 1608 .
Advised him to reach http://tumblr.com/x0scyvvzr . Patient account number 3941040526 . Medical record Id DS5529942 . Patient 018900763991 Email is StanfordGoodwin@nicolastse.com
Patient Id Z23774714 . IP address 217.15.128.0",Rodger Lynch,headache,920004828,३/६/१२,548 Gleason Divide Apt 98,Medford,1608,http://tumblr.com/x0scyvvzr,3941040526,DS5529942,018900763991,StanfordGoodwin@nicolastse.com,Z23774714,217.15.128.0
830,"Mr Irina Rice has  cancer . Patient SSN 548-63-7089 . He came on 3/2/1914 . Patient home address is  172 Halvorson Underpass Sharon , 2151 .
we gave him http://www.youtube.com/watch?v=xtn6M37ieTY"" . Patient account number 1519873457 . Medical record Id MR5731682 . Patient 001-942-0543 Email is EmileReichert@usanetmail.com
Patient Id G9748148 . Here is the IP 203.131.208.0",Irina Rice,cancer,548-63-7089,3/2/1914,172 Halvorson Underpass,Sharon,2151,"http://www.youtube.com/watch?v=xtn6M37ieTY""",1519873457,MR5731682,001-942-0543,EmileReichert@usanetmail.com,G9748148,203.131.208.0
831,"Mrs Chi Sipes is suffering from Diarrhea . Her SSN 055-26-5589 . She contacted on 1986-7-3 . Patient is from 182 Donnelly Parade Chicopee , 2128 .
Advised her to reach http://www.youtube.com/watch?v=kBO5dh9qrIQ . Patient account number is  8704192508 . Medical record Id ID5320294 . Her 06243-39 32 98 Email is MikaelaJohns@mail2lucky.com
Patient Id 5504944 . IP address 188.212.154.0",Chi Sipes,Diarrhea,055-26-5589,1986-7-3,182 Donnelly Parade,Chicopee,2128,http://www.youtube.com/watch?v=kBO5dh9qrIQ,8704192508,ID5320294,06243-39 32 98,MikaelaJohns@mail2lucky.com,5504944,188.212.154.0
832,"Mr Jacquelyn Senger has  stomach ache . Patient SSN 045-92-4063 . He came on 25/3/1933 . Patient home address is  106 Kirlin Byway Unit 77 New Bedford , 1603 .
we gave him http://www.youtube.com/watch?v=dkWKpmzjjoQ . Patient account number 6781046804 . Medical record Id MR1409157 . Patient 073-143 78 34 Email is HueyKris@coolsend.com
Patient Id 5984978 . Here is the IP 91.224.178.0",Jacquelyn Senger,stomach ache,045-92-4063,25/3/1933,106 Kirlin Byway Unit 77,New Bedford,1603,http://www.youtube.com/watch?v=dkWKpmzjjoQ,6781046804,MR1409157,073-143 78 34,HueyKris@coolsend.com,5984978,91.224.178.0
833,"Mrs Verdie Williamson is suffering from cancer . Her SSN 329-46-1265 . She contacted on 3/2/1989 . Patient is from 1027 Morar Road Norwood , 1701 .
Advised her to reach http://soundcloud.com/djsoundrush/sound-rush-promo-set#play . Patient account number is  7855351585 . Medical record Id DS2430265 . Her 0426-496-54 02 Email is EmilioAmador@mail2telephone.com
Patient Id 726342360 . IP address 88.151.232.0",Verdie Williamson,cancer,329-46-1265,3/2/1989,1027 Morar Road,Norwood,1701,http://soundcloud.com/djsoundrush/sound-rush-promo-set#play,7855351585,DS2430265,0426-496-54 02,EmilioAmador@mail2telephone.com,726342360,88.151.232.0
834,"Mr Darrick Hoppe has  fever . Patient SSN 503-02-6200 . He came on 4/9/1944 . Patient home address is  703 Fisher Park Apt 24 Boston , 2492 .
we gave him http://picasaweb.google.com/lh/sredir?uname=keyta.ssilveira&target=PHOTO&id=5490385802094990322&aid=5479021210448381297&feat=content_notification . Patient account number 4922100290 . Medical record Id MR3588303 . Patient 06182 056-2680 Email is RafaelaKautzer@noavar.com
Patient Id J10304457 . Here is the IP 193.169.44.0",Darrick Hoppe,fever,503-02-6200,4/9/1944,703 Fisher Park Apt 24,Boston,2492,http://picasaweb.google.com/lh/sredir?uname=keyta.ssilveira&target=PHOTO&id=5490385802094990322&aid=5479021210448381297&feat=content_notification,4922100290,MR3588303,06182 056-2680,RafaelaKautzer@noavar.com,J10304457,193.169.44.0
835,"Mrs Daryl Schiller is suffering from Diarrhea . Her SSN 401318448 . She contacted on 3/2/1914 . Patient is from 266 Spencer Mission Waltham , 2113 .
Advised her to reach http://soundcloud.com/douglasgreed/luxusdiskussion-ein-situationsbericht-mario-willms . Patient account number is  6673084782 . Medical record Id DS1532850 . Her 021047-32189-98 Email is ChasLebsack@mail2blake.com
Patient Id O064784 . IP address 193.216.0.0",Daryl Schiller,Diarrhea,401318448,3/2/1914,266 Spencer Mission,Waltham,2113,http://soundcloud.com/douglasgreed/luxusdiskussion-ein-situationsbericht-mario-willms,6673084782,DS1532850,021047-32189-98,ChasLebsack@mail2blake.com,O064784,193.216.0.0
836,"Mrs Fletcher Spinka is suffering from cancer . Her SSN 560-73-1667 . She contacted on 3.11.1904 . Patient is from 1021 Zemlak Gate Webster , 2155 .
Advised her to reach http://moby.to/2gsu1o . Patient account number is  7009723801 . Medical record Id DS8077777 . Her 087-315-65-19 Email is MikaelaJohns@mail2lucky.com
Patient Id 2488744 . IP address 193.227.232.0",Fletcher Spinka,cancer,560-73-1667,3.11.1904,1021 Zemlak Gate,Webster,2155,http://moby.to/2gsu1o,7009723801,DS8077777,087-315-65-19,MikaelaJohns@mail2lucky.com,2488744,193.227.232.0
837,"Mr Morton Smith has  Diarrhea . Patient SSN 778-62-8144 . He came on ३/६/१२ . Patient home address is  1095 Buckridge Branch Chatham , 1940 .
we gave him http://www.youtube.com/watch?v=Q5pv8fmiax8&feature=player_embedded . Patient account number 8176874129 . Medical record Id CA9580284 . Patient 047535660 48 Email is ColinThiel@boltonfans.com
Patient Id 831418094640 . Here is the IP 193.124.192.0",Morton Smith,Diarrhea,778-62-8144,३/६/१२,1095 Buckridge Branch,Chatham,1940,http://www.youtube.com/watch?v=Q5pv8fmiax8&feature=player_embedded,8176874129,CA9580284,047535660 48,ColinThiel@boltonfans.com,831418094640,193.124.192.0
838,"Mr Patrick Farrell is suffering from cancer . Patient SSN 102-31-4845 . He arrived on 5.7.1975 . Patient is from 821 Hintz Center Auburn , 2744 .
Advised him to reach http://www.youtube.com/watch?v=cHkzYHae_so . Patient account number 6254676414 . Medical record Id DS0846008 . Patient 0246 2629-21 Email is TerrellMann@muslimsonline.com
Patient Id Z8069933 . IP address 194.38.0.0",Patrick Farrell,cancer,102-31-4845,5.7.1975,821 Hintz Center,Auburn,2744,http://www.youtube.com/watch?v=cHkzYHae_so,6254676414,DS0846008,0246 2629-21,TerrellMann@muslimsonline.com,Z8069933,194.38.0.0
839,"Mr Orlando Murphy is suffering from stomach ache . Patient SSN 571-71-0286 . He arrived on 1/2/2011 . Patient is from 583 Considine Lodge Wilmington , 1119 .
Advised him to reach http://soundcloud.com/elarmando/rombo-carbunto-strictly-house-music . Patient account number 7480344928 . Medical record Id CA3288994 . Patient 013-1074 27 Email is WillHaley@mail2turkey.com
Patient Id S46048108 . IP address 185.3.60.0",Orlando Murphy,stomach ache,571-71-0286,1/2/2011,583 Considine Lodge,Wilmington,1119,http://soundcloud.com/elarmando/rombo-carbunto-strictly-house-music,7480344928,CA3288994,013-1074 27,WillHaley@mail2turkey.com,S46048108,185.3.60.0
840,"Mr Laverne Hane is suffering from stomach ache . Patient SSN 474-40-1172 . He arrived on 4/9/1944 . Patient is from 820 Stehr Fort Suite 88 Greenfield , 2170 .
Advised him to reach http://yfrog.com/83fyoj . Patient account number 8100884595 . Medical record Id ID3583289 . Patient 05269406-0-84 Email is InésMiramontes@roadrunner.com
Patient Id 6620698 . IP address 46.16.128.0",Laverne Hane,stomach ache,474-40-1172,4/9/1944,820 Stehr Fort Suite 88,Greenfield,2170,http://yfrog.com/83fyoj,8100884595,ID3583289,05269406-0-84,InésMiramontes@roadrunner.com,6620698,46.16.128.0
841,"Mr Laurence Weber has  stomach ache . Patient SSN 839957798 . He came on 24/1/1935 . Patient home address is  674 Botsford Orchard Ayer , 2151 .
we gave him http://www.metacafe.com/watch/yt-PF68TkdDTYU/gigi_und_die_braunen_stadtmusikanten_haende_zum_himmel/ . Patient account number 8025890074 . Medical record Id CA1293841 . Patient 05092092-89 Email is ElkeZemlak@execs.com
Patient Id T75333950 . Here is the IP 103.211.248.0",Laurence Weber,stomach ache,839957798,24/1/1935,674 Botsford Orchard,Ayer,2151,http://www.metacafe.com/watch/yt-PF68TkdDTYU/gigi_und_die_braunen_stadtmusikanten_haende_zum_himmel/,8025890074,CA1293841,05092092-89,ElkeZemlak@execs.com,T75333950,103.211.248.0
842,"Mrs Kay Muller is suffering from headache . Her SSN 030 72 7381 . She contacted on 1986-7-3 . Patient is from 566 Jast Knoll Unit 44 Taunton , 2138 .
Advised her to reach http://soundcloud.com/peternikolai/dublastik-live-at-fusion08-p2 . Patient account number is  2468082288 . Medical record Id MR6217098 . Her 0936963-914 Email is NikiDoyle@city-of-lincoln.com
Patient Id 4483063 . IP address 119.13.184.0",Kay Muller,headache,030 72 7381,1986-7-3,566 Jast Knoll Unit 44,Taunton,2138,http://soundcloud.com/peternikolai/dublastik-live-at-fusion08-p2,2468082288,MR6217098,0936963-914,NikiDoyle@city-of-lincoln.com,4483063,119.13.184.0
843,"Mrs Leanna Cummerata is suffering from Diarrhea . Her SSN 227-87-3496 . She contacted on 18/6/1913 . Patient is from 227 Rippin Vista Ayer , 2109 .
Advised her to reach http://www.flickr.com/photos/jocke66/4757366952/ . Patient account number is  1082006257 . Medical record Id ID2508647 . Her 02389 2783 81 Email is ShalaKeeling@mail2hank.com
Patient Id H3323956 . IP address 91.229.72.0",Leanna Cummerata,Diarrhea,227-87-3496,18/6/1913,227 Rippin Vista,Ayer,2109,http://www.flickr.com/photos/jocke66/4757366952/,1082006257,ID2508647,02389 2783 81,ShalaKeeling@mail2hank.com,H3323956,91.229.72.0
844,"Mr Gertrud D'Amore is suffering from stomach ache . Patient SSN 523-22-7123 . He arrived on 16.9.1998 . Patient is from 674 Botsford Orchard Duxbury , 1832 .
Advised him to reach http://soundcloud.com/solaris_hardstyle/ . Patient account number 3086302599 . Medical record Id CA1876758 . Patient 05839 013-07 Email is HarlandKrajcik@marijuana.com
Patient Id 9269198 . IP address 102.69.246.0",Gertrud D'Amore,stomach ache,523-22-7123,16.9.1998,674 Botsford Orchard,Duxbury,1832,http://soundcloud.com/solaris_hardstyle/,3086302599,CA1876758,05839 013-07,HarlandKrajcik@marijuana.com,9269198,102.69.246.0
845,"Mr Antonia McKenzie is suffering from cold . Patient SSN 721-21-3363 . He arrived on 25/6/1993 . Patient is from 862 Hahn Parade Boston , 2492 .
Advised him to reach http://soundcloud.com/l00nzen/loonzen-spontan-schnaggedeschnick-02-06-2010 . Patient account number 6933884721 . Medical record Id ID4821374 . Patient 020 1763 14 Email is SunConroy@space-man.com
Patient Id 342801290 . IP address 37.221.224.0",Antonia McKenzie,cold,721-21-3363,25/6/1993,862 Hahn Parade,Boston,2492,http://soundcloud.com/l00nzen/loonzen-spontan-schnaggedeschnick-02-06-2010,6933884721,ID4821374,020 1763 14,SunConroy@space-man.com,342801290,37.221.224.0
846,"Mrs Delana Nikolaus is suffering from stomach ache . Her SSN 230803837 . She contacted on 1926. 2. 9 . Patient is from 895 Haag Approach Somerville , 2351 .
Advised her to reach http://soundcloud.com/rtg3/dub-fx-love-someone-original . Patient account number is  5116692149 . Medical record Id MR2146048 . Her 07049 16 41 Email is BenjaminOrtiz@lobbyist.com
Patient Id QJ6134774 . IP address 103.144.160.0",Delana Nikolaus,stomach ache,230803837,1926. 2. 9,895 Haag Approach,Somerville,2351,http://soundcloud.com/rtg3/dub-fx-love-someone-original,5116692149,MR2146048,07049 16 41,BenjaminOrtiz@lobbyist.com,QJ6134774,103.144.160.0
847,"Mrs Elijah Zboncak is suffering from cancer . Her SSN 465382886 . She contacted on 27.12.1986 . Patient is from 564 Rippin Trace Apt 93 Boston , 2122 .
Advised her to reach http://yfrog.com/5skellan63j . Patient account number is  9201830951 . Medical record Id CA8401363 . Her 048 257 419 Email is LesleyLynch@mail2warren.com
Patient Id ZE3204903 . IP address 103.238.156.0",Elijah Zboncak,cancer,465382886,27.12.1986,564 Rippin Trace Apt 93,Boston,2122,http://yfrog.com/5skellan63j,9201830951,CA8401363,048 257 419,LesleyLynch@mail2warren.com,ZE3204903,103.238.156.0
848,"Mrs Leo Senger is suffering from heart attack . Her SSN 398-22-2305 . She contacted on 15.8.2015 . Patient is from 344 Feest Camp Suite 73 Waltham , 2633 .
Advised her to reach http://www.youtube.com/watch?v=Er7UUfg7Kw4 . Patient account number is  1496161552 . Medical record Id ID0282454 . Her 028 815 94 13 Email is JeffreyCarter@tkcity.com
Patient Id I75925587 . IP address 202.57.208.0",Leo Senger,heart attack,398-22-2305,15.8.2015,344 Feest Camp Suite 73,Waltham,2633,http://www.youtube.com/watch?v=Er7UUfg7Kw4,1496161552,ID0282454,028 815 94 13,JeffreyCarter@tkcity.com,I75925587,202.57.208.0
849,"Mr Michel Lang has  cancer . Patient SSN 518-01-9530 . He came on 6/10/2011 . Patient home address is  587 Konopelski Spur North Reading , 2451 .
we gave him http://yfrog.com/mukc22j . Patient account number 6791603132 . Medical record Id CA8679373 . Patient 034203 398 Email is SolomonCole@funkfan.com
Patient Id Q8575620 . Here is the IP 103.58.110.0",Michel Lang,cancer,518-01-9530,6/10/2011,587 Konopelski Spur,North Reading,2451,http://yfrog.com/mukc22j,6791603132,CA8679373,034203 398,SolomonCole@funkfan.com,Q8575620,103.58.110.0
850,"Mr Frances Schumm is suffering from Diarrhea . Patient SSN 200721094 . He arrived on 21/7/2555 . Patient is from 199 Bailey Trail Norwood , 1810 .
Advised him to reach http://soundcloud.com/ushuaiaelectronica/dubjack-feat-format-b-abril-2010-ushuaia-electronica . Patient account number 0398864433 . Medical record Id ID6615131 . Patient 028 815 94 13 Email is FeliciaHudson@fbi.hu
Patient Id F3310873 . IP address 148.59.182.0",Frances Schumm,Diarrhea,200721094,21/7/2555,199 Bailey Trail,Norwood,1810,http://soundcloud.com/ushuaiaelectronica/dubjack-feat-format-b-abril-2010-ushuaia-electronica,0398864433,ID6615131,028 815 94 13,FeliciaHudson@fbi.hu,F3310873,148.59.182.0
851,"Mr Alane Grant is suffering from cough . Patient SSN 776685539 . He arrived on 1937/1/7 . Patient is from 482 McGlynn Extension Apt 8 Chicopee , 2122 .
Advised him to reach http://soundcloud.com/danie-l-avida/danie-l-avida-10-1 . Patient account number 9851383566 . Medical record Id ID3219386 . Patient 05492-80 16-05 Email is ValentinaMarvin@mail2swim.com
Patient Id 601250243575 . IP address 208.78.64.0",Alane Grant,cough,776685539,1937/1/7,482 McGlynn Extension Apt 8,Chicopee,2122,http://soundcloud.com/danie-l-avida/danie-l-avida-10-1,9851383566,ID3219386,05492-80 16-05,ValentinaMarvin@mail2swim.com,601250243575,208.78.64.0
852,"Mr Evan Rodriguez has  Diarrhea . Patient SSN 249 52 4024 . He came on 9-26-1965 . Patient home address is  585 Greenfelder Camp Tyngsborough , 1904 .
we gave him http://www.flickr.com/photos/flaimo/3492992984 . Patient account number 4349032238 . Medical record Id MR0213931 . Patient 025793535-82 Email is TondaZemlak@sebil.com
Patient Id XV542746416 . Here is the IP 103.31.88.0",Evan Rodriguez,Diarrhea,249 52 4024,9-26-1965,585 Greenfelder Camp,Tyngsborough,1904,http://www.flickr.com/photos/flaimo/3492992984,4349032238,MR0213931,025793535-82,TondaZemlak@sebil.com,XV542746416,103.31.88.0
853,"Mrs Cassaundra Kub is suffering from Diarrhea . Her SSN 430-13-6141 . She contacted on 27.12.1986 . Patient is from 469 Gerhold Bay Unit 34 Cambridge , 2459 .
Advised her to reach http://www.facebook.com/photo.php?pid=5635474&id=172020047017 . Patient account number is  6738974002 . Medical record Id MR2394504 . Her 0840-105 58 13 Email is JeffereyGoldner@mail2pat.com
Patient Id JD2N54811 . IP address 200.10.220.0",Cassaundra Kub,Diarrhea,430-13-6141,27.12.1986,469 Gerhold Bay Unit 34,Cambridge,2459,http://www.facebook.com/photo.php?pid=5635474&id=172020047017,6738974002,MR2394504,0840-105 58 13,JeffereyGoldner@mail2pat.com,JD2N54811,200.10.220.0
854,"Mr Joi Donnelly has  Diarrhea . Patient SSN 217-65-5942 . He came on 1963.12.20. . Patient home address is  891 Herman Green Fall River , 2052 .
we gave him http://soundcloud.com/deniz-music/deniz-from-lemonkidz-spring-mix-2010 . Patient account number 6963423636 . Medical record Id DS1729463 . Patient 07489 729-040 Email is EarthaHamill@mail2trillionaire.com
Patient Id 0580311 . Here is the IP 103.176.52.0",Joi Donnelly,Diarrhea,217-65-5942,1963.12.20.,891 Herman Green,Fall River,2052,http://soundcloud.com/deniz-music/deniz-from-lemonkidz-spring-mix-2010,6963423636,DS1729463,07489 729-040,EarthaHamill@mail2trillionaire.com,0580311,103.176.52.0
855,"Mr Alia Rohan is suffering from stomach ache . Patient SSN 998461990 . He arrived on 7/4/1920 . Patient is from 629 Hettinger Street Apt 80 Westborough , 2127 .
Advised him to reach http://soundcloud.com/mat-taylor/mattaylor-from-berlin-to-beach . Patient account number 8660889576 . Medical record Id ID3219386 . Patient 0851593-5-70 Email is OtiliaSchimmel@mailc.net
Patient Id I550578 . IP address 163.174.0.0",Alia Rohan,stomach ache,998461990,7/4/1920,629 Hettinger Street Apt 80,Westborough,2127,http://soundcloud.com/mat-taylor/mattaylor-from-berlin-to-beach,8660889576,ID3219386,0851593-5-70,OtiliaSchimmel@mailc.net,I550578,163.174.0.0
